0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 5; 5; 5; 5; 5; 5; 0
0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 5; 5; 5; 5; 5; 5; 5; 0
0; 1; 1; 1; 1; 1; 1; 1; 1P; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 5; 5; 5; 5; 5; 5; 5; 5; 0
0; 1; 1; 1; 1; 1; 1; 1; 1; 0; 3; 3; 3; 3; 3; 3; 3; 3; 5; 3; 3; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 0
0; 0; 1; 1; 1; 1; 1; 0; 0; 0; 0; 0; 3; 0; 3; 3; 3; 3; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 2; 0
0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 2; 2; 0
0; 0; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 3; 3; 5; 5; 5; 5; 5; 5; 5; 2; 5; 5; 2; 5; 2; 2; 0
0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 0; 5; 5; 5; 5; 5; 5; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 5; 5; 5; 5; 5; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 0; 0; 0; 0; 4; 4; 0; 0; 4; 0; 0; 0; 0; 0; 0; 5; 5; 5; 5; 5; 5; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 0; 0; 0; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 0; 0; 0; 5; 5; 5; 5; 5; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 0; 0; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 0; 0; 0; 0; 5; 5; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4P; 4; 4; 4; 4; 4; 4; 4P; 4; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4P; 4; 4; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0; 0; 0; 0; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
